사업년도,과제명,연구책임자명,주관기관명,학문단,총연구기간,보고서구분
2023,바이오 분자집게기술 KIURI 연구단,이지오,포항공과대학교,,2020-05-01 ~ 2023-10-31,결과보고서
2023,그람음성세균 운동성 저해 항독력 펩타이드 개발,정인영,포항공과대학교,의약학단,2021-06-01 ~ 2023-09-30,결과보고서
2023,고강도-고연성 적층제조용 고엔트로피합금 개발,김형섭,포항공과대학교,,2020-10-01 ~ 2023-06-15,결과보고서
2023,청정기술연구소,심재진,영남대학교,공학단,2014-09-01 ~ 2023-08-31,결과보고서
2023,비긴밀 리만대칭공간의 전측지적부분다양체,박은미,경북대학교,자연과학단,2020-06-01 ~ 2023-11-30,결과보고서
2023,맞춤형 LED보광처리 기능성 채소의 대사 제어 기전 연구,정수임,경북대학교,생명과학단,2021-06-01 ~ 2023-11-30,결과보고서
2023,생물학적 테러에 대한 보건의료인 역량강화 프로그램 개발,김유정,경북대학교,의약학단,2020-06-01 ~ 2023-11-30,결과보고서
2023,한국 초기 노인들의 Patient Reported Outcomes (PRO) 및 건강교육 모듈 플랫폼 구축 및 효과 검증,이은주,경북대학교,의약학단,2019-06-01 ~ 2023-11-30,결과보고서
2023,나노셀룰로오스 수화젤을 이용한 지능형 표시재 기초연구,박병대,경북대학교,,2021-07-01 ~ 2023-02-16,결과보고서
2023,다중이용시설 안전관리를 위한 위험의사소통(risk communication) 모형 개발과 소통 활성화 방안 연구: 대형화재 관련 사회적 이슈를 중심으로,박기묵,대구대학교,사회과학단,2021-07-01 ~ 2023-06-30,결과보고서
2023,중금속이 없는 양자점 물질과 광전자 소자,ABD RASHID BIN MOHD YUSOFF,포항공과대학교,공학단,2022-06-01 ~ 2023-11-16,결과보고서
2023,능동적 인공지능 학습 기반 세리아 엑솔루션 촉매의 합리적 설계,신동재,포항공과대학교,공학단,2022-06-01 ~ 2023-08-11,결과보고서
2023,포토닉 나노 소재를 기반으로한 유연 디스플레이 및 음향 소자 개발,김욱성,포항공과대학교,,2018-12-01 ~ 2023-11-30,결과보고서
2023,오감기관 모방 기반 인공 감각 센서 개발,장재은,대구경북과학기술원,,2019-04-01 ~ 2023-12-31,결과보고서
2023,오감 모방 센서를 위한 인지 기반 표준 자극 및 신호처리 기법 개발,최한경,대구경북과학기술원,,2019-04-01 ~ 2023-12-31,결과보고서
2023,고효율 오감센서 기반 융합인터페이스 원천기술개발,장재은,대구경북과학기술원,,2019-04-01 ~ 2023-12-31,결과보고서
2023,HBV cccDNA 타겟 유전자가위의 세포감염모델개발,이정민,한동대학교,,2021-01-01 ~ 2026-12-31,결과보고서
2023,CRISPR/Cas9 기반 다중 유전체편집을 통한 난치성 만성 B형간염 치료 기술 개발,이정민,한동대학교,,2018-04-01 ~ 2026-12-31,결과보고서
2023,해조류 및 해양동물을 자연 모사한 지속 가능형 저마찰 원천기술 개발,이상준,포항공과대학교,,2019-05-01 ~ 2023-12-31,결과보고서
2023,"해조류 및 해양동물을 자연 모사한 지속 가능형 저마찰, 방오 원천기술 개발",이상준,포항공과대학교,,2019-05-01 ~ 2023-12-31,결과보고서
2023,리튬이온 이차전지용 가연 가스-free 난연 전해질 기술 개발,이호춘,대구경북과학기술원,,2021-04-26 ~ 2023-12-31,결과보고서
2023,가연 가스-free 난연 전해액 소재 평가법 개발,이호춘,대구경북과학기술원,,2021-04-26 ~ 2023-12-31,결과보고서
2023,바이오 분자집게기술 KIURI 연구단,이지오,포항공과대학교,,2020-05-01 ~ 2023-10-31,결과보고서
2023,제12회 싱가포르 GYSS,노재범,포항공과대학교,문화융복합단,2024-01-08 ~ 2024-02-07,결과보고서
2023,개인 맞춤형 에너지 공급을 위한 자연 모사 액체 에너지 수확장치 개발,유동현,포항공과대학교,공학단,2022-03-01 ~ 2023-11-15,결과보고서
2023,의료기관 내 사용 에너지별 맞춤형 방사선 차폐재 개발 및 실증,김선칠,계명대학교,,2020-04-17 ~ 2023-12-31,결과보고서
2023,산업 현장별 맞춤형 무연 경량 방사선 차폐재와 시스템 개발,김선칠,계명대학교,,2020-04-17 ~ 2023-12-31,결과보고서
2023,자기장 비인가 방식의 준(반)강자성 비평행/비균질 스핀 배열 변조,홍정일,대구경북과학기술원,자연과학단,2020-03-01 ~ 2023-12-12,결과보고서
2023,DIANA-fMRI를 이용한 인간의 언어정보 처리의 새로운 뇌신경모델 수립,전현애,대구경북과학기술원,,2019-06-01 ~ 2023-12-31,결과보고서
2023,해상부유원전 임계열속(CHF)에 대한 실험적 연구,조대성,경북대학교,,2019-04-19 ~ 2023-12-31,결과보고서
2023,방사성 핵종 흡착을 위한 금속유기구조체 개발,박진희,대구경북과학기술원,,2021-04-15 ~ 2023-12-31,결과보고서
2023,미세플라스틱에 의한 유전자 발현조절 변이의 후성유전학적 분석,김태경,포항공과대학교,,2019-06-01 ~ 2023-12-31,결과보고서
2023,근접 결합된 초전도 이종접합구조의 경쟁적 물성이해,서정필,대구경북과학기술원,자연과학단,2020-09-01 ~ 2023-12-31,결과보고서
2023,"혈액줄기세포의 성공적인 이식을 위한 가동화(동), 증폭(증) 및 생착(착) 강화 기술 개발",예경무,대구경북과학기술원,,2022-01-01 ~ 2023-12-31,결과보고서
2023,볼츠만 방정식의 경계조건문제와 유체역학적 극한,이동현,포항공과대학교,자연과학단,2019-03-01 ~ 2023-12-31,결과보고서
2023,"세포막단백질연구소 설립, 전자현미경과 가속기를 이용한 세포막단백질 구조규명과 항체최적화 기술개발",장승기,포항공과대학교,,2019-06-01 ~ 2023-12-31,결과보고서
2023,광감응 전-무기 나노블럭 개발을 통한 무기소재 광학적 3D 아키텍쳐링,손재성,포항공과대학교,,2018-07-01 ~ 2023-12-31,결과보고서
2023,차세대 AIoT 디바이스 연결성 보장을 위한 6G LiFi 네트워킹 기술 연구,김경준,포항공과대학교,ICT·융합연구단,2022-06-01 ~ 2024-02-29,결과보고서
2023,류마티스 관절염에서 섬유모세포양 활막세포의 경도-의존적 이동에 의한 관절 파괴 기전,강진희,경북대학교,의약학단,2021-06-01 ~ 2023-11-15,결과보고서
2023,고결정 탄소 담지 나노 입자형 백금-알칼리토금속 합금촉매,유종성,대구경북과학기술원,기초연구본부,2023-01-01 ~ 2023-12-31,결과보고서
2023,웨어러블 스파이킹 뉴럴 네트워크 시스템 구현을 위한 유기물 기반 고집적 인공 시냅스 어레이 개발,이신형,경북대학교,,2021-03-04 ~ 2024-01-31,결과보고서
2023,사용자 중심의 개방형 나노인프라 플랫폼 구축,이명재,대구경북과학기술원,,2021-09-27 ~ 2023-12-31,결과보고서
2023,CMOS기반 융합디바이스 제작 플랫폼 구축,이명재,대구경북과학기술원,,2021-09-27 ~ 2023-12-31,결과보고서
2023,사용후핵연료 충격하중 손상확률 평가기술 개발,이상훈,계명대학교,,2021-04-22 ~ 2023-12-31,결과보고서
2023,나노프린팅 기반 대면적 위조방지 메타표면 개발,노준석,포항공과대학교,문화융복합단,2021-01-01 ~ 2023-12-31,결과보고서
2023,수소 생산을 위한 유기 나노입자형 물 분해 광촉매 및 광전기화학전지 개발,차효정,경북대학교,ICT·융합연구단,2021-03-01 ~ 2023-12-31,결과보고서
2023,수모 시스템에 의한 후천성 방어기작 및 세포노화 조절 연구,류홍열,경북대학교,생명과학단,2020-03-01 ~ 2023-12-31,결과보고서
2023,메소게닉 유체 기반 미세유체 시스템을 이용한 고균일 페로브스카이트 나노결정 대량 합성법 개발,김영기,포항공과대학교,공학단,2021-09-01 ~ 2023-12-31,결과보고서
2023,C1 가스의 3-HP 전환을 위한 미생물 컨소시엄 공정 개발,정규열,포항공과대학교,,2018-04-01 ~ 2024-02-29,결과보고서
2023,CO유래 개미산이용 L-Methionine 바이오생산 공정개발,김일권,경북대학교,,2021-04-01 ~ 2024-02-29,결과보고서
2023,증강/가상현실 구현을 위한 메타표면 기반 평면 렌즈 및 복소 홀로그램,노준석,포항공과대학교,,2014-09-01 ~ 2023-08-31,결과보고서
2023,카자흐스탄 국제 타라즈 혁신대학교 과학교육학과 설립을 위한 수요조사,장정호,경북대학교,사회과학단,2023-05-01 ~ 2024-01-31,결과보고서
2023,라오스 루앙프라방 북부농임업전문대학 유기농산물 생산 역량 강화를 위한 수요조사,윤병욱,경북대학교,기초연구본부,2023-05-01 ~ 2024-01-31,결과보고서
2023,글로벌 네트워크 기반 하버-보쉬 대체 친환경 암모니아 생산을 위한 고효율 소재공정기술 개발,용기중,포항공과대학교,공학단,2021-07-01 ~ 2023-12-31,결과보고서
2023,인간 줄기세포 유래 Schwann cell과 세포외기질 펩타이드 혼합 이식에 의한 말초신경병증의 수초화 재생,전원배,대구경북과학기술원,,2022-01-01 ~ 2023-12-31,결과보고서
2023,확장형 양자컴퓨터 동작을 위한 극저온 CMOS 회로 및 시스템 개발.,강기서,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,분자인식기능의 핵산 모티프 기반 선택적 분자 여과막 개발,유혜빈,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,시각적 정합 문제에서 회전-등가 뉴럴 네트워크를 사용한 딥 로컬 피처 추출,이종민,포항공과대학교 인공지능연구원,,2019-03-01 ~ 2024-02-29,결과보고서
2023,혈액줄기세포 조절 신규 인자 발굴,예경무,대구경북과학기술원,,2019-10-01 ~ 2023-12-31,결과보고서
2023,피복관 수소화물 저감을 위한 수소 흡착 나노입자 개발 연구,윤영상,영남대학교,,2022-04-26 ~ 2026-12-31,결과보고서
2023,동적풍하중에 대한 건축구조물의 안전성 및 효과적인 유지관리 보장을 위한 인공지능 시스템,김법렬,경북대학교,,2019-09-01 ~ 2023-12-31,결과보고서
2023,천연물품질표준화를 위한 대사체분석법개발 및 데이터베이스 구축 연구,남주원,영남대학교,,2019-11-01 ~ 2023-12-31,결과보고서
2023,고부가가치 불소고분자 합성을 위한 고효능 유기금속 촉매의 개발 및 응용,이은성,포항공과대학교,,2019-09-01 ~ 2023-12-31,결과보고서
2023,고효율 수소 저장 및 운송을 위한 액체 수소 운송 유기 분자 개발,윤민영,경북대학교,,2019-09-01 ~ 2023-12-31,결과보고서
2023,적층제조기술을 활용한 고엔트로피초합금 개발,김형섭,포항공과대학교,,2021-09-21 ~ 2023-12-31,결과보고서
2023,수소환경 인프라용 오스테나이트계 고합금강 개발,김성준,포항공과대학교,,2021-12-16 ~ 2023-12-31,결과보고서
2023,포토닉 나노 소재를 기반으로한 유연 디스플레이 및 음향 소자 개발,김욱성,포항공과대학교,,2018-12-01 ~ 2023-11-30,결과보고서
2023,역분화줄기세포 유래 신장 오가노이드 성숙화를 위한 물질교환/전단력자극 복합 미세환경 구현 플랫폼 개발 및 약물의 신장 독성/유효성 평가와 질환 모델 구축,김동성,포항공과대학교,,2022-01-01 ~ 2023-12-31,결과보고서
2023,세포외기질 펩타이드 고순도화 및 Schwann cell-세포외기질 펩타이드 혼합조성물의 생체안전성 연구,전원배,대구경북과학기술원,,2019-10-01 ~ 2023-12-31,결과보고서
2023,표준화된 신장 오가노이드 대량 배양 플랫폼 개발 및 정상/질환 신장 오가노이드 기반 약물 독성/유효성 평가 플랫폼 구축,김동성,포항공과대학교,,2019-10-01 ~ 2023-12-31,결과보고서
2023,국산 연직바람 관측장비 기상변수 산출기술 고도화,이규원,경북대학교,,2022-06-01 ~ 2024-01-31,결과보고서
2023,에너지 클라우드 PHILS 설계 및 운영 기술 개발,김영진,포항공과대학교,,2019-06-01 ~ 2023-12-31,결과보고서
2023,세포막단백질연구소 건립 및 구조기반 신약개발 플랫폼 구축,장승기,포항공과대학교,,2019-06-01 ~ 2023-12-31,결과보고서
2023,"정신적 스트레스 수준 분석 서비스 개발: 다중 생체신호 (심전도, 호흡, 장 신호) 기반 딥 뉴럴 네트워크 설계 및 서비스 효용 검증",김남호,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,극저온 전자현미경을 이용한 수용체 구조규명 및 고성능 항체개발,이지오,포항공과대학교,,2019-06-01 ~ 2023-12-31,결과보고서
2023,차세대 정보 소재 표면 전자기 특성의 공간 분포 측정 및 매핑 기술,홍정일,대구경북과학기술원,,2021-07-01 ~ 2023-12-28,결과보고서
2023,대사질환에서 대식세포의 아미노산 대사 이상에 의한 산화스트레스 기전 연구,변준규,경북대학교,의약학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,능동형 물질전달 제어기술을 위한 기능성 초미세유체 플랫폼의 개발 및 응용,이종완,포항공과대학교,공학단,2021-03-01 ~ 2023-04-15,결과보고서
2023,나노기반 스크리닝 기술을 활용한 거대고리화합물 기반 단백질 상호작용 조절제 발굴,이강주,포항공과대학교,자연과학단,2021-03-01 ~ 2023-09-30,결과보고서
2023,초고속/고해상도 방사광 X-선 영상법을 이용한 기포 분열 메커니즘 분석 및 노즐 식 마이크로버블 생성기 최적화 기술 개발,이창훈,포항공과대학교,공학단,2021-09-01 ~ 2026-02-28,결과보고서
2023,초고속 광기술 기반 바이오 플라즈모닉 슈퍼구조체의 동역학적 거동 규명 및 최적화 설계,김원근,금오공과대학교,공학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,곡식류 기반 식이 독소 노출에 따른 ER-stress 기반 포유동물 초기배의 발달 이상 규명과 멜라토닌 방어 기작에 관한 연구,박효진,대구대학교,생명과학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,강인한 물체 추적을 위한 딥 메타 학습 기반의 방법론 연구,최장훈,경북대학교,ICT·융합연구단,2021-09-01 ~ 2026-02-28,결과보고서
2023,노후 건축물의 내진보강 안전성 및 경제성 최적화를 위한 딥러닝 기반 의사결정 시스템 개발,김시윤,계명대학교,공학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,티로신 인산화 신호전달에 의한 전시냅스 분화 기전 및 행동 발달 연구,한경아,대구경북과학기술원,생명과학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,TASL 유래의 전신홍반성루푸스에서 면역세포의 분화와 자가면역반응에 의한 발병기작 및 치료 연구,김형수,경북대학교,의약학단,2021-09-01 ~ 2026-02-28,결과보고서
